樣品名稱,sample name,eng text
味噌,miso,"miso, a traditional Japanese seasoning, typically has a dark brown color and a thick, paste-like consistency with small specks visible throughout "
法式奶酥醬,french-style milk custard sauce ,french-style milk custard sauce  is a creamy beige sauce with a smooth and glossy texture that glides easily  It also has a subtle sheen that makes it look attractive and appetizing 
巧克力醬(液體),chocolate sauce (liquid),"chocolate sauce (liquid) has a dark brown color and a smooth, glossy appearance  It is thick and pours easily, with a slightly sticky texture "
草莓果醬,strawberry jam,"strawberry jam has a bright and vibrant red color, with a smooth and glossy appearance, making it visually appealing and appetizing "
葡萄果醬,grape jam ,"grape jam  has a deep purple color, with a smooth and thick texture  It typically appears shiny and glossy, with occasional tiny fruit solids embedded within the spread "
柚子果醬,grapefruit jam ,"grapefruit jam  is a bright yellow spread with a slightly translucent texture, flecked with small pieces of citrus zest for added visual interest "
桑葚果醬,mulberry jam,"mulberry jam is a deep purple color, with a slightly chunky texture due to the fruit pieces  The appearance is glossy and smooth, with a rich and vibrant hue "
白芝麻麵包醬,white sesame bread spread ,"white sesame bread spread  is a light beige to creamy colored sauce with a smooth and slightly thick texture, speckled with small black sesame seeds  Its appearance is both creamy and textured, making it an appetizing addition to bread and other dishes "
黑芝麻麵包醬,black sesame bread spread ,"black sesame bread spread  has a dark brown to black color and a viscous, spreadable texture, with small specks of black sesame seeds visible throughout the sauce "
花生醬,peanut butter ,"peanut butter  is a thick, creamy sauce with a light tan to brown color that appears opaque and smooth in texture  It often has visible specks of ground peanuts and may have a slightly shiny or oily appearance "
洋蔥麵包醬,onion bread spread ,"onion bread spread  has a light brownish color with small visible pieces of onion incorporated throughout the spread, giving it a slightly chunky appearance "
法式香蒜醬,french-style garlic sauce ,"french-style garlic sauce  (French garlic sauce) typically has a creamy white color and a smooth, glossy appearance  It may contain bits of chopped garlic or herbs, giving it a slightly speckled appearance "
無糖黑芝麻醬,sugar-free black sesame paste ,"The sugar-free black sesame paste  has a dark brownish-black color and a thick, slightly coarse texture with specks of black sesame seeds visible throughout "
液體奶精,liquid milk powder ,liquid milk powder  is a creamy white colored liquid with a smooth and glossy appearance  It may appear slightly opaque when poured but becomes transparent after mixing with other liquids 
液體奶精(2021年取樣),liquid milk powder (sampled in 2021),The liquid milk powder (sampled in 2021) appears white in color and has a liquid consistency with a smooth and creamy texture 
奶精粉,milk powder,"milk powder is a white, powdery substance that resembles powdered milk, with a smooth and uniform texture  Its appearance is typically free of lumps or clumps, and it can be easily dissolved in liquid "
奶精粉(2021年取樣),milk powder (sampled in 2021),"milk powder (sampled in 2021) is a fine white powder with a smooth texture, commonly used as a creamer in coffee or tea  It has a bright and uniform color, indicating its purity and consistency "
奶精粉(低脂),low-fat milk powder,"low-fat milk powder is a white powder with a fine and homogeneous texture  Its appearance is smooth and uniform, without any visible lumps or discoloration "
炸排粉,fried rice vermicelli,"fried rice vermicelli is a crispy, golden-brown fried dish made with rice noodles  Its exterior has a lightly textured appearance with a uniform golden-brown coloring "
炸雞粉,fried chicken powder,"fried chicken powder has a golden-brown color from being deep-fried and is often coated in a slightly textured, crispy layer giving it a crunchy appearance "
蒸肉粉(五香),steamed meat powder (five spice),steamed meat powder (five spice) has a brownish-red color from the mixture of spices and soy sauce coating the thin layer of steamed rice noodles  The moist and tender filling of minced pork and shiitake mushroom covered by the clear and sticky wrapping gives it a pleasing visual texture 
熱狗粉,hotdog powder,"hotdog powder is a type of Taiwanese street food that typically consists of a skewered sausage coated in a bright red powder, adding both a vibrant color and a textured, crispy exterior  The sausage itself is pale or light brown in color, while the powder coating creates a bold contrast and a visually appealing appearance "
麵包粉,bread flour,"bread flour, also known as bread flour, is a pale, off-white color with a fine, powdery texture  When mixed with water or other ingredients, it creates a cohesive dough that is smooth and elastic in appearance "
酵母粉,yeast powder,"yeast powder, also known as yeast powder, has a light beige or off-white color and a fine, powdery appearance  It can be easily distinguished from other powders due to its distinctively granular texture "
冷藏寧波年糕,refrigerated ningbo rice cake ,"refrigerated ningbo rice cake  has a light brownish color that is slightly translucent from being refrigerated  Its appearance is smooth and rectangular, with a soft and slightly sticky texture "
冷藏甜年糕,refrigerated sweet rice cake ,"refrigerated sweet rice cake  has a translucent appearance and a shiny, slightly sticky surface that is white in color with a slight yellow tinge "
冷藏廣式芋頭粿,refrigerated cantonese-style taro cake ,"refrigerated cantonese-style taro cake  is a round-shaped cake with a dark purple color, which comes from the use of taro  The surface is smooth and shiny due to the glaze applied on top, giving it an appealing appearance "
冷藏廣式蘿蔔糕,chilled guangdong-style turnip cake ,chilled guangdong-style turnip cake  has a pale yellow color with a smooth surface that is evenly dotted with small carrot pieces  Its rectangular shape is perfect for slicing and serving 
包餡甜麻糬(紅豆),sweet glutinous rice cake with red bean filling,"sweet glutinous rice cake with red bean filling is a small, round, chewy dessert with a light brownish-yellow color on the outside and a bright red bean paste filling in the center  The smooth and uniform texture of the exterior contrasts with the roughness of the red bean paste, creating a visually pleasing appearance "
鹹麻糬,savory mochi,"savory mochi is a Taiwanese snack that typically has a light brown to golden color and a smooth, shiny appearance due to its glutinous rice outer layer  The filling, which is usually savory and salty, can be seen through the translucent exterior "
芋仔餅,taro cake,"taro cake is a Taiwanese snack made from mashed taro and shaped into small cakes  It has a light purple color and a slightly rough, dimpled texture on the surface "
月餅(棗泥),mooncake (date paste),mooncake (date paste) typically has a golden brown color with a smooth and shiny exterior  Its appearance is usually round and flat with intricate designs pressed onto the surface 
綠豆凸,green bean cake,"green bean cake is a green-colored dessert made from mung bean flour and starch  It has a slightly translucent, jelly-like appearance with a bumpy texture on the surface "
蕃薯餅,sweet potato cake,"sweet potato cake is a type of Taiwanese snack that features a golden brown color with a slightly crispy exterior and a soft, fluffy interior  It has a round or oval shape and is typically about the size of a small pancake "
車輪餅(紅豆),wheel cake (red bean),"wheel cake (red bean) is a round-shaped Taiwanese dessert with a light brown color and filling made of red bean paste, which is visible through the translucent rice flour skin "
車輪餅(菜脯),wheel cake (with pickled vegetable),"wheel cake (with pickled vegetable) is a round-shaped Taiwanese street food that features a golden-brown color with a crispy, fried exterior and a chewy, glutinous interior  The snack is often sprinkled with savory soybean and vegetable bits on the surface, making for an attractive and appetizing appearance "
太陽餅,sun cake ,"sun cake  are flat, round pastries with a golden-brown color on the outside and slightly paler color on the inside  They have a smooth and shiny surface with a pattern of thin lines that resemble the rays of the sun "
牛舌餅,beef tongue pie,"beef tongue pie is a Japanese confectionery that is typically round in shape, with a light-brown color exterior that is crispy and slightly sweet, while the interior is white and chewy in texture "
蛋黃芋頭酥,egg-yolk and taro pastry,"egg-yolk and taro pastry is a round-shaped pastry with a golden-yellow crust made of egg yolk and a slightly rough texture due to the mashed taro filling inside  The outer layer provides a glossy shine, and the pastry's overall appearance is visually appealing "
蛋黃酥,egg yolk pastry,"egg yolk pastry, also known as egg yolk pastry, has a golden-brown color and a crispy exterior encasing a smooth and creamy egg yolk filling  Its appearance resembles a small cake or cookie with a distinct pattern on top "
鳳梨酥,pineapple cake,"pineapple cake is a golden brown square-shaped pastry with intricate criss-cross patterns on top, and a filling made of pineapple jam  The pastry looks flaky and crumbly with a slightly glossy surface due to the egg wash "
蘿蔔酥,turnip cake,"turnip cake is a pastry with a golden-brown color, layered and flaky in appearance, with visible bits of grated radish giving it a speckled texture "
鳳眼糕,phoenix eye cake,"phoenix eye cake is a traditional Taiwanese dessert with a golden-brown color and a bumpy texture on the surface resembling the eyes of a phoenix  They come in small, round shapes and have a slightly glossy sheen to them "
可頌,croissant ,"croissant  is a pastry that has a golden brown color on the outside, while its interior has a fluffy and layered texture  Its swirled appearance makes it visually appealing and enticing to eat "
泡芙(巧克力),custard puff (chocolate),"The custard puff (chocolate) has a dark brown color that is uniform throughout its surface, with a smooth and glossy appearance  The pastry puff is delicately filled with chocolate cream and has a fluffy texture, with a subtle shine that reflects the light "
蛋塔,egg tart ,"egg tart , also known as egg tart, has a golden brown crust that encases a smooth and creamy yellow egg custard filling  The contrast between the two colors creates an appealing visual contrast that whets the appetite "
蛋塔(葡式),portuguese egg tart,"portuguese egg tart is a classic Portuguese dessert with a golden brown crust made of egg custard  The top of the tart is typically caramelized to a deep yellow-brown color, while the inside is creamy and smooth "
鬆餅,pancakes ,"pancakes , also known as ""Taiwanese fluffy pancakes,"" are typically round and light golden brown in color, with a fluffy and airy texture that is often topped with a variety of sweet or savory ingredients "
冷凍馬拉糕,frozen ma la cake ,"frozen ma la cake  has a glossy and smooth surface, typically in a light brown color that is uniform and consistent throughout the cake "
銅鑼燒,taiyaki (japanese fish-shaped cake),"taiyaki (japanese fish-shaped cake), also known as Taiyaki, is a Japanese fish-shaped cake filled with red bean paste  It has a golden-brown color on the outside and is crispy on the surface, while the inside is moist and soft "
冷凍馬蹄條,frozen water chestnut strips ,"frozen water chestnut strips , or frozen water chestnut strips, are small, thin, and elongated with a crispy, translucent white flesh and a pale brown outer skin  The flesh has a slight crunch and the color remains consistent throughout the strip "
乳酪蛋糕,cheesecake,"cheesecake, also known as cheesecake, typically has a golden-brown color on the outside and a creamy, white appearance on the inside, often with a smooth and glossy surface  The texture is generally smooth and velvety with a slight crumbly crust on the bottom "
海綿蛋糕(圓形),sponge cake (round) ,"The sponge cake (round)  has a light yellow color with a spongy texture and a smooth, rounded appearance  It may also have a slightly browned or golden crust on the top and bottom "
提拉米蘇(圓形),tiramisu (round-shaped),"Tiramisu appears as a round cake with a light brown top layer and creamy, beige filling, often decorated with cocoa powder or chocolate shavings  The layers are distinct and the top layer appears slightly cracked or textured "
蜂蜜蛋糕(原味),honey cake (original flavor),"The honey cake (original flavor) has a light golden brown color on the crust and a pale yellow color on the inside with a smooth and uniform texture  The cake has a slightly glossy appearance, with no visible cracks or blemishes on the surface "
蜂蜜蛋糕(巧克力),honey cake (chocolate),"honey cake (chocolate) is a dark brown cake with a smooth and glossy surface, topped with a drizzle of golden honey for a sweet and elegant finish "
蜂蜜蛋糕(起司),honey cake (cheese),"The honey cake (cheese) has a golden brown color with a slightly glossy surface  The cake is tall, and the top has a smooth layer of cheese with a marbled pattern "
黑森林蛋糕,black forest cake ,"The black forest cake  or Black Forest cake is characterized by its deep brown chocolate color and its layers of chocolate sponge cake, whipped cream, and dark cherries  The cake is often topped with additional whipped cream and chocolate shavings, giving it a luxurious and indulgent appearance "
土司,toast,"toast is a traditional Taiwanese bread that has a light brown color on the outside, with a soft and fluffy texture on the inside  Its appearance is characterized by a smooth and shiny surface due to its glazed and baked finish "
土司(含全穀粉),toast (with whole grain flour),"toast (with whole grain flour) has a light brown color with a slightly rough surface due to the presence of grains  It has a firm and dense texture with visible grains, making it look hearty and nutritious "
紅豆土司,red bean toast,"red bean toast is a bread that has a light brown crust and a soft, fluffy interior with red bean paste swirled throughout, giving it a distinctive marbled appearance  The color of the bread is warm and inviting, with the red bean paste providing a pop of contrasting color "
奶酥麵包,creamy butter bread roll ,"creamy butter bread roll , or milk crisp bread, is a light golden brown color with a crisp, slightly flaky exterior and a soft, fluffy interior  The surface is also adorned with a lustrous sheen, creating an overall inviting and aesthetically pleasing appearance "
肉鬆麵包,meat floss bread ,"meat floss bread  is a type of bread that is lightly browned on the outside with a soft and fluffy interior, and is often studded with savory, crumbly pork floss on top  The pork floss creates a contrast in color, texture and flavor, making it an attractive and satisfying snack or breakfast option "
蜜糖甜甜圈(波/摩堤),honey glazed donut (pon/mo-ti),"The honey glazed donut (pon/mo-ti) has a golden brown exterior with a glossy coating of honey, which gives it a shiny and eye-catching appearance  The surface has small ridges and the interior is fluffy and soft, making it a visually appealing and delicious treat "
糖粒甜甜圈(油炸),sugar-coated donut (deep-fried),"sugar-coated donut (deep-fried) has a golden brown exterior with a sugar granule coating that gives it a textured appearance  When cut open, the interior is fluffy and white "
菠蘿麵包,pineapple bread,"pineapple bread, also known as pineapple bread, has a golden-brown colored crust with a crisscross pattern on top resembling a pineapple  It has a soft, fluffy interior that is yellow in color "
葡萄乾奶酥麵包,raisin milk crisp bread,"The raisin milk crisp bread appears golden brown on the outside and has a slightly crumbly texture, while the filling is dotted with small, dark raisins for a contrasting pop of color "
漢堡包,hamburger,"A hamburger, or hamburger, typically has a browned exterior from grilling or toasting the bun, and a contrasting bright pink or brown patty in the center  The toppings, such as lettuce, tomato, and cheese, add additional colors to the appearance "
餐包,meal bun,"meal bun, also known as steamed buns, are typically white in color, with a smooth and rounded appearance  They may also have a slightly shiny or glossy surface due to the steaming process "
雙胞胎麵包,twin bread,"twin bread has a golden brown color with a lightly textured surface, featuring two connected loaves giving it a distinctive appearance from regular singular loaves of bread "
仙草凍,grass jelly or xian cao jelly ,"grass jelly or xian cao jelly  is a light green, translucent jelly-like dessert that is traditionally served in individual portions  Its appearance is smooth and shiny with a slightly bouncy texture "
咖啡凍,coffee jelly ,"coffee jelly  is a coffee-flavored dessert that is brown in color and has a smooth, creamy texture when set  It may be served either in a molded shape or scooped into small portions, with a glossy and slightly translucent surface "
果凍,jelly,"jelly is a transparent jelly made of fruit juice or syrup with a shiny and smooth surface  It comes in various colors depending on the flavor, ranging from clear to bright and vivid hues "
原味愛玉凍,original flavored ai yu jelly,"original flavored ai yu jelly is a translucent jelly-like dessert with a light green coloration  It appears firm and has a smooth, glossy surface "
檸檬愛玉凍,lemon aiyu jelly,"lemon aiyu jelly, also known as Lemon Ai-Yu Jelly, has a translucent, pale yellow appearance and is often served in a small bowl or cup  It may also contain small chunks of lemon or other fruits for added texture and visual appeal "
鮮奶布丁,fresh milk pudding ,"fresh milk pudding  appears as a light, creamy beige color with a smooth and silky texture  It is typically served in a small glass or ramekin, often topped with caramel sauce or fresh fruit "
烤布丁,baked pudding ,"baked pudding  has a golden brown outer layer while the inside is soft and creamy with a yellowish hue, resembling a custard dessert baked to perfection "
黃布丁,yellow pudding ,yellow pudding  (yellow pudding) has a smooth and creamy texture with a bright yellow color  It is often served in a round shape and dusted with powdered sugar on top 
豆花(花生),tofu pudding (peanut flavor),"tofu pudding (peanut flavor) is a creamy white and smooth dessert that has a delicate texture similar to silky custard  It is often topped with crushed peanuts, giving it a speckled appearance and adding a contrasting crunch to the softness of the dessert "
傳統豆花(未加糖),traditional bean curd (unsweetened),"Traditional unsweetened tofu pudding has a pale white color and a smooth, silky appearance  It is often topped with a clear sweet syrup or other garnishes for added flavor and texture "
羊羹,sheep jelly,"sheep jelly is a Japanese confectionary that has a dark brown color and a smooth, shiny surface  It has a rectangular shape and a sticky, chewy texture "
巧克力冰淇淋,chocolate ice cream ,"chocolate ice cream  or chocolate ice cream is typically dark brown in color and has a smooth, creamy appearance  It may have swirls or chunks of chocolate throughout the ice cream "
香草冰淇淋,vanilla ice cream ,vanilla ice cream  has a light cream color with a smooth and creamy texture  It is commonly decorated with green herbs which add a pop of color and freshness to its appearance 
紅豆牛奶冰棒,red bean milk popsicle ,The red bean milk popsicle  is a creamy white frozen dessert with visible pieces of red beans throughout  The contrast of the white and red colors adds to its visually appealing appearance 
花生仁湯,peanut soup,"peanut soup is a light beige soup with small pieces of peanuts floating in it, giving it a slightly textured appearance  The overall look is warm and comforting "
方塊酥,crispy puff pastry squares ,"crispy puff pastry squares  (Fang Kuai Su) is a traditional Chinese pastry that typically has a golden-brown color and a square shape  The pastry has a flaky and layered appearance on the outside, while the inner filling is usually soft and sticky "
夾心餅乾(草莓),sandwich cookie (strawberry),"sandwich cookie (strawberry) are a light pink color with a smooth, glossy surface and a visible layer of strawberry filling  The cookie itself is round and slightly textured, creating a satisfying contrast with the creamy interior "
捲心酥,pineapple shortcake,"pineapple shortcake is a rectangular pastry with golden-brown color and a flaky, layered exterior  It has a crimped edge and a small hole on top to reveal the sweet, often red or green bean paste filling "
蛋捲(芝麻),egg roll (sesame),"egg roll (sesame) has a light golden brown color with a crispy, flaky texture  It is rolled tightly and has visible sesame seeds sprinkled on top, giving it a speckled appearance "
煎餅,fried pancakes,"fried pancakes is a flat, round-shaped traditional Chinese pastry that is typically light brown or golden in color  It has a smooth, shiny surface with slight browning on the edges "
營養口糧,nutrient-rich food ration ,"nutrient-rich food ration  is a mix of grains and seeds that have a varied appearance and color, from light beige to dark brown, with occasional pops of bright orange lentils or green pumpkin seeds  The overall appearance is wholesome and natural, showcasing the diverse ingredients that make up this nutritious blend "
蘇打餅乾(蔬菜),soda crackers (vegetable),"The soda crackers (vegetable) has a pale green color and a crisp, crunchy appearance, with visible specks of vegetables throughout "
玉米餅乾(原味),corn cookies (original flavor),The corn cookies (original flavor) has a golden yellow color with a crisp and thin texture  The surface of the biscuit is generally smooth and polished 
洋芋片,potato chips ,"potato chips , also known as potato chips, have a golden-brown color with a crispy and thin appearance  They can be light or dark depending on the level of crispiness desired "
魚酥,fish crisp/cracker,"fish crisp/cracker is a popular Taiwanese snack made from fish that has been battered and deep-fried to a golden brown color, giving it a crispy and crunchy appearance  The exterior is often textured with a craggy, uneven surface that adds to the snack's visual appeal "
零食泡麵,snacks and instant noodles ,"snacks and instant noodles  is typically bright in color and has a shiny appearance due to the oil and seasoning used in the packaging  The noodles are thin, long and curly, while the toppings and flakes are vividly colored to add to the visual appeal "
雪餅,snowy cake ,"snowy cake  is a traditional Chinese pastry that appears in a pure white color and has a soft, fluffy texture, similar to snow  Its appearance is simple yet elegant, often decorated with delicate patterns on the surface "
沙其馬,shaqima,shaqima is a type of flatbread that is light brown in color and has a slightly uneven surface due to its fluffy and crispy texture  It is often sprinkled with sesame seeds or other toppings for added visual appeal 
牛奶巧克力,milk chocolate,"milk chocolate has a light brown color with a smooth and glossy appearance, typical of milk chocolate  It may have a slightly lighter shade due to the high milk content in the chocolate "
花生牛奶巧克力,peanut milk chocolate ,"peanut milk chocolate  is a light brown color with flecks of crushed peanuts visible on the surface  It has a smooth, glossy appearance and a rectangular shape with rounded edges "
榛果牛奶巧克力,hazelnut milk chocolate ,"hazelnut milk chocolate  has an opaque, light brown appearance with visible specks of hazelnut throughout  The surface is smooth and shiny, giving it an appealing and appetizing look "
糖衣牛奶巧克力,sugar-coated milk chocolate ,sugar-coated milk chocolate  has a shiny and smooth appearance with a light brown color coated in a thin layer of white sugar 
代可可脂白巧克力,white chocolate with cocoa butter substitute ,"white chocolate with cocoa butter substitute  is a creamy white color with a smooth and shiny surface  Its texture is often described as velvety and its appearance is visually appealing, making it a popular choice for desserts and confectionery "
黑巧克力(85%),dark chocolate (85%),"dark chocolate (85%) has a deep, rich brown color and a shiny, smooth surface with a slight sheen  It is typically molded into small rectangular bars with a textured pattern on top "
白芝麻糖,sesame candy,"sesame candy is a light brown color and has a relatively smooth appearance, with small sesame seeds visible throughout the candy "
黑芝麻糖,black sesame candy ,black sesame candy  is a dark brown colored candy that is often glossy and has a smooth texture with visible specks of black sesame seeds throughout 
花生糖,peanut candy ,"peanut candy  has a brown color with a matte finish and a slightly uneven surface due to the crushed peanuts mixed in  It also has a compact, block-like shape with sharp edges and corners "
花生貢糖,peanut brittle ,peanut brittle  has a caramel-colored appearance with a slightly glossy surface  It's rectangular shape and smooth texture give it a neat and compact look 
牛軋糖,nougat,"nougat is a light brown, chewy candy with a slightly shiny surface and may have some visible air bubbles  It usually comes in small rectangles or squares with a smooth edge "
核棗糕,nucleus date cake,"nucleus date cake, also known as Chinese date cake, has a dark brown color and a glossy and smooth appearance  It is typically shaped like a small brown cube or rectangular bar with a slightly shiny surface "
水果軟糖,fruit gummies,"fruit gummies is a translucent and brightly colored candy in various shades of pink, yellow, green, and orange, resembling the appearance of small fruit bites with a smooth and shiny surface "
水果QQ軟糖,fruit qq soft candy,"fruit qq soft candy are brightly colored gummy candies with a shiny, translucent appearance and a soft, chewy texture  They come in a variety of fruit flavors, each with a corresponding color, and are often coated in a fine sugar dusting "
牛奶軟糖,milk soft candy,"milk soft candy has a creamy off-white color and a smooth, semi-translucent appearance with a slightly sticky texture "
巧克力牛奶軟糖,chocolate milk soft candy ,"chocolate milk soft candy  are chocolate-flavored soft candies with a brown color that is uniform throughout and a smooth, shiny appearance "
太妃糖,toffee,"toffee is a small, square-shaped candy that is typically light brown in color with a shiny, smooth surface  It has a glossy appearance due to a coating of starch or icing sugar "
蓮藕糖,lotus root candy ,"lotus root candy , also known as lotus root candy, is a pale yellow candy with a smooth and shiny surface, resembling small cubes or rectangular prisms that are slightly translucent  Its appearance is visually appealing and resembles a small block of soft, sweet and chewy candy "
枇杷糖,loquat candy,"loquat candy has a light brownish-yellow color and a glossy, smooth appearance  It is usually rectangular or square in shape with a slightly translucent texture "
苦茶糖,bitter tea candy,"bitter tea candy, also known as bitter tea candy, has a dark brown color and a hard, glossy appearance  The candy often has a slight translucency and may have visible air bubbles trapped inside "
薑糖,ginger candy ,"ginger candy  has a golden brown color and a shiny, smooth appearance due to its glazed exterior  Its rectangular shape with a slightly uneven surface adds to its rustic appeal "
巧克力夾心糖,chocolate-filled candy ,"chocolate-filled candy  has a primarily brown color due to the chocolate coating on the outside, with a smooth and shiny appearance  The interior is typically a contrasting color, such as white or cream, and has a softer and slightly gooey texture "
維生素C口含錠(檸檬),vitamin c lozenge (lemon),"vitamin c lozenge (lemon) appears as small, round, yellowish tablets with a smooth and glossy surface  The color is bright and vibrant, resembling that of a lemon "
酵母菌咀嚼錠,yeast chewable tablets,yeast chewable tablets is a yellowish-brown tablet with a smooth and glossy surface  The tablet is round and flat with no visible cracks or breaks 
乳酸球,lactic acid bacteria balls ,"lactic acid bacteria balls  are small white globules with a smooth, slightly glossy surface  Their appearance is similar to pearls or small balls of mozzarella, and they have a bright, clean white color "
羊乳片,sheep milk slices ,sheep milk slices  is a light yellow colored crunchy snack made from sheep milk  Its thin and crispy appearance resembles a potato chip 
紅豆球,red bean balls ,"red bean balls  is a dessert that has a bright red color with a smooth and shiny surface  Its appearance is round and small, resembling a ball "
綠豆球,green bean cake,"green bean cake is a small green-colored ball-shaped dessert made from mung beans, often coated in a thin layer of tapioca starch or coconut shreds  Its appearance is smooth and uniform, with a slightly translucent finish "
棉花糖,cotton candy,"cotton candy is a fluffy and airy candy with a white color reminiscent of marshmallows  Its appearance is soft and pillowy, making it a popular treat for snacking and desserts "
甘薯蜜餞,sweet potato honey preserves,"sweet potato honey preserves has a deep orange color and a glossy, slightly sticky appearance due to the sugar syrup coating  It often has a smooth and slightly chewy texture "
芒果青,mango qing,mango qing has a greenish-yellow skin color with some light brown spots  The shape is plump and round with a slightly flat bottom 
芒果乾,dried mangoes ,"dried mangoes , also known as dried mango, has a vibrant yellow-orange color and a shriveled appearance due to the dehydration process which leaves it looking wrinkled and chewy "
芭樂果乾,dried guava fruit,"The dried guava fruit appear light golden brown in color with a slightly wrinkled and shrunken appearance, indicating the drying process "
鳳梨果乾,pineapple dried fruit ,"pineapple dried fruit  has a bright golden yellow color and a slightly rough surface due to the drying process  The fruit pieces have a flattened and irregular shape, and the edges may be slightly curled "
檸檬果乾,dried lemon slices,dried lemon slices has a bright yellow color with a semi-translucent appearance  The texture is slightly chewy and the surface may have a sugary coating 
葡萄乾,raisins,"Raisins (raisins) are small, dried grapes that range in color from dark brown to golden yellow  They have a wrinkled, slightly shriveled appearance due to the drying process "
無花果,fig ,"fig , also known as figs, have a soft green, purple or black exterior with a sweet, jammy flesh that is filled with tiny seeds  The fruit is also characterized by its unique shape, which is often pear-shaped with a flat bottom and a small, pointed stem "
豆干丁(五香),dried tofu cubes (five-spice),"dried tofu cubes (five-spice) is a type of dried tofu that is light brown in color, with a slightly rough and wrinkled texture on the surface  It is cut into small cubes and has a firm, chewy consistency "
豆干片(沙茶),tofu slices (satay-flavored),"tofu slices (satay-flavored) is a brown-colored, flat piece of tofu that is often marinated in a savory, slightly spicy sauce  The surface of the tofu is wrinkled and textured, allowing the sauce to penetrate deeper into its pores, resulting in a visually appealing, flavor-packed dish "
布丁粉,pudding powder,"pudding powder is a pale yellow powder that resembles the color of cornstarch, with a fine and powdery texture  When mixed with water, it transforms into a smooth and creamy texture with a shiny surface "
冰淇淋粉(香草),ice cream powder (vanilla),"ice cream powder (vanilla) has a light yellowish color and a smooth, powdery appearance  When mixed with milk and frozen, it turns into a creamy, pale yellow ice cream "
起酥片,puff pastry chips,"puff pastry chips has a golden-brown color with a flaky and layered appearance  It appears light and crispy, giving the impression of a delicate and buttery texture "
廣東粥,cantonese congee,"Guangdong congee is typically a light and creamy mixture with a pale white or beige color  It often has small bits of toppings, such as green onions or meat, that add a contrasting color and texture to the dish "
冷凍火腿炒飯,fried rice with frozen ham,fried rice with frozen ham is a yellowish-brown dish with visible grains of rice coated with soy sauce and oil  The diced pieces of frozen ham are scattered throughout the rice giving it a speckled appearance 
冷凍蝦仁炒飯,frozen shrimp fried rice,The frozen shrimp fried rice has a golden brown color with visible pieces of shrimp and rice evenly mixed together  The overall appearance is appetizing and well-cooked 
三角飯糰(肉鬆),triangle rice ball (pork floss),"The triangle rice ball (pork floss) is a triangular-shaped rice ball with a bright yellow hue commonly seen in rice  Its outer layer is coated with crispy fried onions that give it a crunchy texture, while the tender pork floss inside adds a contrasting softness "
糯米飯糰,sticky rice dumpling,"sticky rice dumpling is a traditional Taiwanese snack that comes in a triangular shape, wrapped in green-colored bamboo leaves  The color of the glutinous rice is naturally white, while the filling varies but is often visibly distinct in color from the rice, such as meat or preserved vegetables "
壽司(豆皮壽司),sushi (inarizushi),"The sushi (inarizushi) has a colorful appearance with a mix of white, green, orange, and brown tones  It also has a unique texture due to the use of thin, crispy tofu skin as its wrapping "
肉粽,meat zongzi,"meat zongzi is a traditional Chinese dish that is wrapped in bamboo leaves, giving it a greenish-brown hue  The filling consists of glutinous rice and seasoned marinated pork, which creates a brown and slightly glossy appearance "
鹼粽,alkaline rice dumpling,"alkaline rice dumpling is a traditional Taiwanese dish that is wrapped with bamboo leaves, and it has a greenish-yellow hue due to the addition of alkaline water in the glutinous rice  The appearance of the dish is cylindrical, with a triangular end and exudes an earthy, herbal aroma "
冷凍筒仔米糕,frozen cylinder-shaped rice cake ,"frozen cylinder-shaped rice cake  is a traditional Taiwanese snack that is typically white in color with a smooth and round appearance, resembling a small rice cake  When frozen, the outer layer of the rice cake develops a slightly translucent and icy appearance "
筒仔米糕,rice tube cake ,rice tube cake  is a steamed rice cake that is cylindrical in shape and can range in color from white to slightly yellow depending on the amount of sweet potato starch used  It has a smooth and slightly translucent appearance 
豬血糕,pig blood cake ,"pig blood cake  is a Taiwanese street food made from pig's blood and rice flour, it has a dark reddish-brown color and it is commonly served in slices that resemble jelly with a smooth and firm texture "
鴨血糕,duck blood cake ,duck blood cake  is a brownish-red rectangular-shaped cake made from duck blood that is gelatinous in texture  It has a smooth and shiny appearance with visible small air bubbles throughout 
肉圓,meatball,"meatball are Taiwanese meat balls wrapped in a sticky rice dough, typically appearing as translucent, slightly shiny, and slightly off-white or yellowish in color due to the cooking process  They often have a faint brown color on the surface from being fried or steamed "
清蒸蝦仁肉圓,steamed shrimp and pork dumplings ,"steamed shrimp and pork dumplings  is a dish with a white and pale color, featuring a ball-shaped appearance with a translucent and slightly shiny texture on the outer layer, revealing the filling of pink shrimp and pork inside when cut open "
甜酒釀,sweet rice wine lees,"sweet rice wine lees is a traditional Taiwanese dessert with a caramel color and a slightly translucent appearance, typically served cold in small bowls or cups with a unique texture that is jelly-like with a grainy texture "
紫米酒釀,purple rice wine lees,purple rice wine lees has a dark purple color due to the use of black glutinous rice as the main ingredient  It has a slightly cloudy appearance with visible sediments of the mashed rice floating in the liquid 
冷凍芝麻湯圓,frozen sesame glutinous rice balls ,"The frozen sesame glutinous rice balls  are small balls with a white, translucent exterior made of glutinous rice flour, filled with a dark sesame paste that is visible through the outer layer  When frozen, they have a slight frosty appearance on the surface "
冷凍花生湯圓,frozen peanut glutinous rice balls ,"The frozen peanut glutinous rice balls  appears to have a beige-colored glutinous outer layer that encases a filling of light brown-colored ground peanut  The overall appearance is small, round and smooth with a matte surface "
